fix_id|fault_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
14147|3641|Reconfigure the receiving controller's expected-source parameters|1|Dealer / specialist|0.0|150.0|1.0|1. Connect the OEM service tool to the receiving controller • 2. Check its expected-source and parameter configuration against the OEM specification for this chassis • 3. Reprogram or update as needed, clear codes, and confirm the value now arrives at the expected rate
14148|3641|Inspect connectors on the source controller and the shared backbone|2|Fleet technician|0.0|20.0|0.5|1. Key off, inspect the ADS/cruise source controller's connector and the nearest backbone/drop-line connector • 2. Check for corrosion, bent pins or a partially seated connector • 3. Clean, reseat, clear codes and retest
14149|3641|Verify source controller power/ground and backbone termination|3|Fleet technician|5.0|40.0|1.0|1. Back-probe the source controller's power and ground pins and confirm battery voltage and a clean ground • 2. With the bus powered down, measure 60 ohms across CAN H/CAN L to confirm backbone termination is intact • 3. Repair any open, shorted or corroded wiring found
14150|3641|Confirm the ADS/cruise source controller is transmitting and check its own active codes|4|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and confirm the ADS or cruise-control source controller is present on the bus and broadcasting the expected PGN • 2. Read that controller's own fault codes; an active source-side fault often explains why the command/status is missing or invalid downstream • 3. If the source controller shows no fault and is transmitting normally, proceed to the link and receiving-controller checks
14437|3706|Inspect and clean the range switch connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the switch connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
14438|3706|Test the range switch signal circuit for a short to ground|2|Fleet technician|5.0|60.0|1.0|1. Back-probe the switch signal circuit at the TECU connector • 2. Operate the switch through its positions while monitoring the signal • 3. Repair chafed wiring or replace a contact that does not toggle cleanly
14439|3706|Replace the range select switch|3|Fleet technician|30.0|120.0|0.8|1. Remove the dash/console trim to access the switch • 2. Disconnect and replace the switch • 3. Reinstall, clear codes and verify operation in ServiceRanger live data
14440|3706|Verify auxiliary transmission configuration in ServiceRanger and update if needed|4|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and check the auxiliary transmission configuration parameters • 2. Correct any mismatch against the installed hardware • 3. Update TECU software if a related bulletin exists
14441|3706|Verify the auxiliary transmission range status message is present and updating at the expected rate|5|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger and confirm the auxiliary transmission range status message is present and updating at the expected rate • 2. Check the switch circuit's network wiring and termination before assuming a hardware fault • 3. Only replace the switch if the message stays absent or corrupted after the wiring check
14713|3771|Inspect the shift fork, rail and synchronizer for wear or binding|1|Dealer / specialist|300.0|2000.0|3.0|1. Remove the housing cover for the affected rail • 2. Check the shift fork, rail bore and synchronizer for wear, scoring or binding • 3. Repair or replace worn components and re-verify rail travel
14714|3771|Replace the rail position sensor|2|Fleet technician|60.0|200.0|1.0|1. Remove the cover over the affected rail • 2. Remove and replace the position sensor, following Eaton's air-gap or torque spec • 3. Reinstall the cover, clear codes and verify live data
14715|3771|Inspect and clean the rail position sensor connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the sensor connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
14716|3771|Test the position sensor signal and return circuits|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the signal and return pins at the TECU connector • 2. Check for reference voltage and continuity to the sensor • 3. Repair chafed or open conductors
14973|3836|Inspect the shift fork, rail and synchronizer for wear or binding|1|Dealer / specialist|300.0|2000.0|3.0|1. Remove the housing cover for the affected rail • 2. Check the shift fork, rail bore and synchronizer for wear, scoring or binding • 3. Repair or replace worn components and re-verify rail travel
14974|3836|Replace the rail position sensor|2|Fleet technician|60.0|200.0|1.0|1. Remove the cover over the affected rail • 2. Remove and replace the position sensor, following Eaton's air-gap or torque spec • 3. Reinstall the cover, clear codes and verify live data
14975|3836|Inspect and clean the rail position sensor connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the sensor connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
14976|3836|Test the position sensor signal and return circuits|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the signal and return pins at the TECU connector • 2. Check for reference voltage and continuity to the sensor • 3. Repair chafed or open conductors
15233|3901|Inspect and clean the solenoid connector and terminals|1|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
15234|3901|Measure solenoid coil resistance and test the drive circuit|2|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against the Eaton spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts to power/ground • 3. Repair chafed wiring or a failed TECU driver
15235|3901|Replace the faulty clutch engage/release solenoid|3|Dealer / specialist|150.0|450.0|1.5|1. Tag and disconnect the air line and wiring from the faulty solenoid • 2. Remove and replace the solenoid, matching the correct engage or release position • 3. Reconnect, leak-check the air fitting and clear codes
15236|3901|Check the air supply pressure and filter screen feeding the solenoid|4|Fleet technician|20.0|150.0|1.0|1. Verify supply air is at or above 100 psi at the actuator air pack • 2. Inspect and clean or replace the inline filter screen • 3. Re-test solenoid response
15493|3966|Inspect and clean the rail solenoid connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the rail solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
15494|3966|Test the rail solenoid coil and drive circuit|2|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts to power/ground • 3. Repair chafed wiring or a failed TECU driver
15495|3966|Replace the faulty X-Y shift rail solenoid or shifter module|3|Dealer / specialist|1200.0|2500.0|3.0|1. Tag and disconnect air lines and wiring from the shifter/solenoid assembly • 2. Remove and replace the faulty solenoid or the full XY shifter module • 3. Reconnect, leak-check fittings, clear codes and run the rail calibration
15496|3966|Check supply air pressure and inspect the rail for mechanical binding|4|Fleet technician|20.0|150.0|1.5|1. Verify supply air is at or above 100 psi at the shifter air pack • 2. Cycle the rail by hand (transmission in neutral, air removed) and check for binding or debris • 3. Clean or repair as needed
15753|4031|Check supply air pressure and inspect the rail for mechanical binding|1|Fleet technician|20.0|150.0|1.5|1. Verify supply air is at or above 100 psi at the shifter air pack • 2. Cycle the rail by hand (transmission in neutral, air removed) and check for binding or debris • 3. Clean or repair as needed
15754|4031|Replace the faulty X-Y shift rail solenoid or shifter module|2|Dealer / specialist|1200.0|2500.0|3.0|1. Tag and disconnect air lines and wiring from the shifter/solenoid assembly • 2. Remove and replace the faulty solenoid or the full XY shifter module • 3. Reconnect, leak-check fittings, clear codes and run the rail calibration
15755|4031|Inspect and clean the rail solenoid connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the rail solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
15756|4031|Test the rail solenoid coil and drive circuit|4|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts to power/ground • 3. Repair chafed wiring or a failed TECU driver
16013|4096|Check supply air pressure and inspect the rail for mechanical binding|1|Fleet technician|20.0|150.0|1.5|1. Verify supply air is at or above 100 psi at the shifter air pack • 2. Cycle the rail by hand (transmission in neutral, air removed) and check for binding or debris • 3. Clean or repair as needed
16014|4096|Replace the faulty X-Y shift rail solenoid or shifter module|2|Dealer / specialist|1200.0|2500.0|3.0|1. Tag and disconnect air lines and wiring from the shifter/solenoid assembly • 2. Remove and replace the faulty solenoid or the full XY shifter module • 3. Reconnect, leak-check fittings, clear codes and run the rail calibration
16015|4096|Inspect and clean the rail solenoid connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the rail solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
16016|4096|Test the rail solenoid coil and drive circuit|4|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts to power/ground • 3. Repair chafed wiring or a failed TECU driver
16267|4161|Inspect the shift fork, rail and synchronizer for wear or binding|1|Dealer / specialist|300.0|2000.0|3.0|1. Remove the housing cover for the affected rail • 2. Check the shift fork, rail bore and synchronizer for wear, scoring or binding • 3. Repair or replace worn components and re-verify rail travel
16268|4161|Replace the rail position sensor|2|Fleet technician|60.0|200.0|1.0|1. Remove the cover over the affected rail • 2. Remove and replace the position sensor, following Eaton's air-gap or torque spec • 3. Reinstall the cover, clear codes and verify live data
16269|4161|Inspect and clean the rail position sensor connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the sensor connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
16270|4161|Test the position sensor signal and return circuits|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the signal and return pins at the TECU connector • 2. Check for reference voltage and continuity to the sensor • 3. Repair chafed or open conductors
16505|4226|Run the rail calibration procedure with ServiceRanger|1|Dealer / specialist|0.0|0.0|1.0|1. Connect ServiceRanger and select the rail calibration routine for the affected rail • 2. Follow the guided end-point learn sequence • 3. Verify the learned values are within Eaton's expected range and clear codes
16506|4226|Confirm the rail moves freely through its full travel before recalibrating|2|Fleet technician|0.0|50.0|0.8|1. Place the transmission in neutral with the parking brake set • 2. Cycle the affected rail by hand or with ServiceRanger's manual actuation test • 3. Clear any binding or debris found before proceeding to calibration
16507|4226|Reflash the TECU if calibration will not complete or hold|3|Dealer / specialist|0.0|150.0|1.0|1. Check the installed TECU calibration level against Eaton's current release • 2. Apply the update if available • 3. Repeat the rail calibration and confirm the values hold across key cycles
16752|4291|Replace the worn shift fork, synchronizer or rail assembly|1|Dealer / specialist|400.0|2500.0|4.0|1. Remove the affected rail assembly per the Eaton service manual sequence • 2. Replace the worn fork, synchronizer rings or rail • 3. Reassemble to torque spec and verify free travel before returning to service
16753|4291|Re-run the rail calibration/learn procedure after mechanical repair|2|Dealer / specialist|0.0|0.0|0.8|1. Connect ServiceRanger and select the rail calibration routine for the repaired rail • 2. Follow the guided learn sequence • 3. Verify the learned end-points and clear codes
16754|4291|Reproduce the shift and record a ServiceRanger rail position trace|3|Fleet technician|0.0|0.0|1.0|1. Connect ServiceRanger and select live rail position data for the affected rail • 2. Reproduce the shift that set the fault • 3. Compare the commanded vs. actual position trace to confirm a mechanical mis-shift
16755|4291|Inspect the shift fork, synchronizer and rail bore for wear, binding or debris|4|Dealer / specialist|300.0|2200.0|3.5|1. Remove the housing cover for the affected rail • 2. Inspect the shift fork, synchronizer rings and rail bore for wear, scoring, binding or metal debris • 3. Clean out debris and confirm free rail travel
17021|4356|Inspect and clean the switch connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the switch connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
17022|4356|Test the switch signal circuit for an open, short or stuck contact|2|Fleet technician|5.0|60.0|1.0|1. Back-probe the switch signal circuit at the TECU connector • 2. Operate the switch through its positions while monitoring the signal • 3. Repair chafed wiring or replace a contact that does not toggle cleanly
17023|4356|Replace the switch|3|Fleet technician|40.0|150.0|0.8|1. Remove the dash/console trim to access the switch • 2. Disconnect and replace the switch • 3. Reinstall, clear codes and verify operation in ServiceRanger live data
17024|4356|Verify the TECU configuration enables the selected mode|4|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and check whether the feature is enabled in the vehicle configuration • 2. Enable or correct the configuration if the mode is rejected • 3. Update TECU software if a related bulletin exists
17025|4356|Verify the mode selector status message is present and updating at the expected rate|5|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger and confirm the mode selector status message is present and updating at the expected rate • 2. Check the switch's network/PWM wiring and termination before assuming a hardware fault • 3. Only replace the switch if the message stays absent or corrupted after the wiring check
17328|4421|Verify the TECU configuration enables the selected mode|1|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and check whether the feature is enabled in the vehicle configuration • 2. Enable or correct the configuration if the mode is rejected • 3. Update TECU software if a related bulletin exists
17329|4421|Replace the switch|2|Fleet technician|40.0|150.0|0.8|1. Remove the dash/console trim to access the switch • 2. Disconnect and replace the switch • 3. Reinstall, clear codes and verify operation in ServiceRanger live data
17330|4421|Inspect and clean the switch connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the switch connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
17331|4421|Test the switch signal circuit for an open, short or stuck contact|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the switch signal circuit at the TECU connector • 2. Operate the switch through its positions while monitoring the signal • 3. Repair chafed wiring or replace a contact that does not toggle cleanly
17332|4421|Verify the mode selector status message is present and updating at the expected rate|5|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger and confirm the mode selector status message is present and updating at the expected rate • 2. Check the switch's network/PWM wiring and termination before assuming a hardware fault • 3. Only replace the switch if the message stays absent or corrupted after the wiring check
17619|4486|Reconfigure the receiving controller's expected-source parameters|1|Dealer / specialist|0.0|150.0|1.0|1. Connect the OEM service tool to the receiving controller • 2. Check its expected-source and parameter configuration against the OEM specification for this chassis • 3. Reprogram or update as needed, clear codes, and confirm the value now arrives at the expected rate
17620|4486|Inspect connectors on the source controller and the shared backbone|2|Fleet technician|0.0|20.0|0.5|1. Key off, inspect the ADS/cruise source controller's connector and the nearest backbone/drop-line connector • 2. Check for corrosion, bent pins or a partially seated connector • 3. Clean, reseat, clear codes and retest
17621|4486|Verify source controller power/ground and backbone termination|3|Fleet technician|5.0|40.0|1.0|1. Back-probe the source controller's power and ground pins and confirm battery voltage and a clean ground • 2. With the bus powered down, measure 60 ohms across CAN H/CAN L to confirm backbone termination is intact • 3. Repair any open, shorted or corroded wiring found
17622|4486|Confirm the ADS/cruise source controller is transmitting and check its own active codes|4|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and confirm the ADS or cruise-control source controller is present on the bus and broadcasting the expected PGN • 2. Read that controller's own fault codes; an active source-side fault often explains why the command/status is missing or invalid downstream • 3. If the source controller shows no fault and is transmitting normally, proceed to the link and receiving-controller checks
17879|4551|Inspect and clean the intake or charge-air temperature sensor connector|1|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, bent terminals or moisture intrusion • 3. Apply dielectric grease, reseat the connector, clear codes and recheck live data
17880|4551|Test the intake or charge-air temperature sensor signal, ground and reference circuits|2|Fleet technician|5.0|60.0|1.2|1. Back-probe the signal, ground and 5V/8V reference pins at the ECU connector • 2. Check for opens, shorts to ground/battery and resistance in range • 3. Repair chafed or corroded wiring, reseal splices, clear codes
17881|4551|Replace the intake or charge-air temperature sensor|3|Fleet technician|25.0|150.0|0.7|1. Confirm the sensor's live reading against a known-good reference (scan tool or hand-held meter) • 2. Remove and replace the sensor, torque per OEM spec • 3. Clear codes and verify the new reading tracks correctly
17882|4551|Verify the underlying system condition the sensor is reporting|4|Fleet technician|0.0|400.0|1.0|1. Confirm whether the out-of-range reading reflects a real system fault or a bad sensor • 2. Inspect the related system for the root physical cause • 3. Repair as needed, then clear codes and re-verify
18129|4616|Check the alternator drive belt condition and tension|1|Fleet technician|5.0|60.0|0.5|1. Inspect the belt for glazing, cracking or slip • 2. Adjust tension or replace the belt/tensioner • 3. Clear codes and recheck charging output
18130|4616|Load-test the battery and alternator|2|Fleet technician|0.0|40.0|0.6|1. Load-test the battery and check alternator output at idle and at 1500 RPM • 2. Replace the battery or alternator if out of spec • 3. Clear codes and recheck charging voltage
18131|4616|Inspect the battery terminals and main disconnect|3|Fleet technician|0.0|20.0|0.4|1. Clean and tighten the battery terminals and any master disconnect switch contacts • 2. Check for corrosion at the ground stud • 3. Clear codes and recheck
18132|4616|Check the charging circuit wiring and ground straps|4|Fleet technician|5.0|60.0|1.0|1. Inspect the alternator output cable, fuse/fusible link and chassis/engine ground straps for corrosion or looseness • 2. Clean and tighten or repair as needed • 3. Clear codes and recheck
18389|4681|Perform injector trim/coding reset after service|1|Dealer / specialist|0.0|150.0|0.8|1. Enter the injector serial/trim code from the new injector into the ECU (or reset adaptive trims) using the OEM diagnostic tool • 2. Clear codes • 3. Verify smooth idle and no misfire/imbalance codes return
18390|4681|Replace the fuel injector|2|Dealer / specialist|120.0|650.0|1.8|1. Confirm which cylinder/position is faulted from live data or cylinder cutout test • 2. Remove and replace the injector, use new seals/washers per OEM spec • 3. Torque to spec, prime the fuel system, clear codes and road-test
18391|4681|Inspect and clean the fuel injector connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the injector connector • 2. Check pins for corrosion, heat damage or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
18392|4681|Test the fuel injector driver circuit resistance and wiring|4|Fleet technician|5.0|70.0|1.3|1. Measure coil/solenoid resistance at the connector against OEM spec • 2. Check the harness back to the ECU/injector driver for opens or shorts • 3. Repair or replace the harness section as needed, clear codes
18640|4746|Replace the engine control unit (ECU) (or the affected internal module)|1|Dealer / specialist|400.0|3500.0|3.0|1. Confirm the fault persists after a reflash and clean power/ground • 2. Replace the ECU/module and transfer or re-program its configuration data • 3. Clear codes and verify with a full system scan
18641|4746|Check ECU power, ground and case-connector integrity|2|Fleet technician|0.0|40.0|0.8|1. Key off, inspect the main ECU harness connectors for corrosion, bent pins or moisture intrusion • 2. Check the ECU's power and ground straps for a clean, tight connection • 3. Reseat, clear codes
18642|4746|Test ECU supply and ground circuit wiring for the affected channel|3|Fleet technician|5.0|80.0|1.2|1. Verify battery voltage reaches the ECU's power pins with the key on • 2. Check chassis ground points for corrosion or a poor connection • 3. Repair as needed, clear codes
18643|4746|Reflash/reprogram the engine control unit (ECU) with the latest calibration|4|Dealer / specialist|0.0|300.0|1.5|1. Connect the OEM diagnostic tool and check for a newer software/calibration release • 2. Reflash the ECU per the OEM procedure • 3. Clear codes, run a full DTC scan and road-test
18878|4811|Replace the EGR valve actuator|1|Dealer / specialist|250.0|1400.0|2.0|1. Remove the EGR valve actuator assembly and its gasket/clamp • 2. Install the replacement, torque fasteners per spec and reconnect the harness • 3. Clear codes, run the actuator's self-calibration/learn procedure if the OEM tool supports one, and confirm normal operation
18879|4811|Inspect and clean the EGR valve actuator connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the EGR valve actuator • 2. Check pins for corrosion and the harness for chafing or heat damage near the exhaust • 3. Apply dielectric grease, reseat, clear codes and cycle the actuator with a service tool
18880|4811|Test the EGR valve actuator motor/coil circuit|3|Fleet technician|5.0|70.0|1.2|1. Back-probe the motor or coil circuit at the connector • 2. Check winding resistance against spec and continuity/insulation to ground • 3. Repair chafed or shorted wiring, clear codes and re-test with a commanded sweep
18881|4811|Free up and clean a sticking EGR valve actuator|4|Fleet technician|30.0|250.0|1.5|1. Remove the EGR valve actuator (or access it in place per OEM procedure) • 2. Clean carbon and soot buildup from the bore/shaft with an approved solvent, working the shaft through its full travel • 3. Reinstall, clear codes and command a full-range sweep with a service tool to confirm smooth travel
19139|4876|Trace and repair the relay driver wiring|1|Fleet technician|10.0|90.0|1.2|1. Back-probe the driver pin at the body controller while commanding the circuit • 2. Follow the driver wire to the relay coil, checking for opens or shorts • 3. Repair the damaged section, clear and re-check
19140|4876|Inspect and clean the lighting relay socket|2|Fleet technician|0.0|15.0|0.4|1. Key off, remove the relay from its socket • 2. Check socket terminals for corrosion and spread contact • 3. Apply dielectric grease, reseat the relay and confirm operation
19141|4876|Replace the lighting relay|3|Fleet technician|8.0|35.0|0.3|1. Identify the relay location from the wiring diagram • 2. Swap in a known-good relay of the same rating • 3. Cycle the lighting function and confirm proper operation
19142|4876|Verify the lighting relay output assignment in Diamond Logic Builder|4|Dealer / specialist|0.0|150.0|0.8|1. Connect Diamond Logic Builder and read the relay/output configuration • 2. Confirm the channel driving this relay matches the installed circuit • 3. Reprogram if mismatched, then clear codes
19399|4941|Inspect and clean the wiper motor connector|1|Fleet technician|0.0|15.0|0.4|1. Key off, unplug the wiper motor connector • 2. Check pins for corrosion and water intrusion, spread terminals • 3. Apply dielectric grease, reconnect and cycle the wipers
19400|4941|Trace and repair the wiper motor drive circuit|2|Fleet technician|10.0|90.0|1.1|1. Back-probe the drive pins at the body controller while commanding the wipers • 2. Follow the circuit to the motor, checking for opens or shorts • 3. Repair the damaged section, clear and re-check
19401|4941|Replace the wiper motor|3|Fleet technician|30.0|180.0|0.8|1. Remove the cowl panel and disconnect the wiper linkage from the motor • 2. Replace the wiper motor • 3. Reconnect the linkage, cycle the wipers through all speeds and park position
19402|4941|Free binding wiper linkage|4|Fleet technician|10.0|80.0|0.7|1. Disconnect the motor from the linkage and check for binding at the pivots • 2. Clean, lubricate or replace worn linkage components • 3. Reconnect and confirm the motor no longer labors or draws excessive current
19678|5006|Inspect and clean the Remote Power Module output connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the RPM connector for the affected channel • 2. Check pins for corrosion, spread terminals • 3. Apply dielectric grease, reconnect and cycle the channel to confirm operation
19679|5006|Trace and repair the output channel wiring|2|Fleet technician|10.0|100.0|1.2|1. Back-probe the RPM output pin while commanding the channel • 2. Follow the circuit to the load, checking for chafe, opens or shorts to ground • 3. Repair the damaged section, clear and re-check
19680|5006|Replace the failed load device on the channel|3|Fleet technician|10.0|150.0|0.7|1. Identify the load wired to this RPM output channel from the body-builder wiring diagram • 2. Test and replace the failed load device (lamp, motor, solenoid, etc.) • 3. Reconnect, cycle the channel and confirm it powers up cleanly
19681|5006|Verify the RPM channel assignment in Diamond Logic Builder|4|Dealer / specialist|0.0|180.0|1.0|1. Connect Diamond Logic Builder and read the Remote Power Module channel configuration • 2. Confirm the channel's function and current limit match the installed load • 3. Reprogram if mismatched, then clear codes
19945|5071|Inspect and clean the switch connector|1|Fleet technician|0.0|15.0|0.4|1. Key off, unplug the switch connector • 2. Check pins for corrosion, spread terminals • 3. Apply dielectric grease, reconnect and cycle the switch to confirm operation
19946|5071|Test the switch input circuit to the body controller|2|Fleet technician|8.0|80.0|1.0|1. Back-probe the input pin at the body controller while cycling the switch • 2. Check for the expected reference voltage and continuity to the switch • 3. Repair any open, short or corroded splice, clear and re-check
19947|5071|Replace the switch|3|Fleet technician|10.0|60.0|0.5|1. Remove the switch from the panel or chassis mount • 2. Install a new switch of the same type and rating • 3. Reconnect, cycle the switch and confirm the ESC reads the correct state
19948|5071|Verify the switch input configuration in Diamond Logic Builder|4|Dealer / specialist|0.0|150.0|0.8|1. Connect Diamond Logic Builder and read the switch input configuration • 2. Confirm the input logic (normally open/closed) matches the installed switch • 3. Reteach or reprogram if mismatched, then clear codes
20206|5136|Inspect and clean the dash indicator lamp connector|1|Fleet technician|0.0|15.0|0.4|1. Key off, access the connector behind the dash or cluster • 2. Check pins for corrosion, spread terminals • 3. Apply dielectric grease, reconnect and confirm the indicator lights
20207|5136|Trace and repair the indicator lamp wiring|2|Fleet technician|10.0|80.0|1.0|1. Back-probe the output pin at the body controller while commanding the indicator • 2. Follow the circuit behind the dash, checking for opens or shorts • 3. Repair the damaged section, clear and re-check
20208|5136|Replace the indicator bulb or LED lamp|3|Fleet technician|5.0|40.0|0.4|1. Remove the dash bezel or cluster panel as needed • 2. Replace the bulb or LED indicator lamp • 3. Reinstall and confirm the indicator lights when commanded
20209|5136|Verify the indicator lamp assignment in Diamond Logic Builder|4|Dealer / specialist|0.0|150.0|0.8|1. Connect Diamond Logic Builder and read the dash indicator configuration • 2. Confirm the channel is still assigned to this indicator • 3. Reprogram if changed, then clear codes
20463|5201|Replace the intake or charge-air temperature sensor|1|Fleet technician|25.0|150.0|0.7|1. Confirm the sensor's live reading against a known-good reference (scan tool or hand-held meter) • 2. Remove and replace the sensor, torque per OEM spec • 3. Clear codes and verify the new reading tracks correctly
20464|5201|Verify the underlying system condition the sensor is reporting|2|Fleet technician|0.0|400.0|1.0|1. Confirm whether the out-of-range reading reflects a real system fault or a bad sensor • 2. Inspect the related system for the root physical cause • 3. Repair as needed, then clear codes and re-verify
20465|5201|Inspect and clean the intake or charge-air temperature sensor connector|3|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, bent terminals or moisture intrusion • 3. Apply dielectric grease, reseat the connector, clear codes and recheck live data
20466|5201|Test the intake or charge-air temperature sensor signal, ground and reference circuits|4|Fleet technician|5.0|60.0|1.2|1. Back-probe the signal, ground and 5V/8V reference pins at the ECU connector • 2. Check for opens, shorts to ground/battery and resistance in range • 3. Repair chafed or corroded wiring, reseal splices, clear codes
20715|5266|Inspect and clean the ignition coil connector|1|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the actuator connector • 2. Check pins for corrosion or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
20716|5266|Test the ignition coil driver circuit|2|Fleet technician|5.0|60.0|1.1|1. Measure coil resistance against OEM spec • 2. Check the drive and return wiring for opens or shorts to ground/battery • 3. Repair as needed, clear codes
20717|5266|Replace the ignition coil|3|Fleet technician|40.0|350.0|1.2|1. Remove the actuator/solenoid and inspect the mating bore or linkage for wear or contamination • 2. Fit the replacement with new seals per OEM spec • 3. Clear codes and verify commanded movement on a scan tool
20718|5266|Free and verify mechanical movement of the actuated component|4|Fleet technician|0.0|300.0|1.0|1. Check the actuator moves the linkage/valve through its full range without binding or sticking • 2. Clean or free a sticking mechanism, or replace if seized • 3. Clear codes and re-verify commanded response
20966|5331|Inspect, clean and reseat the aftertreatment lambda (O2) sensor connector|1|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the aftertreatment lambda (O2) sensor circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
20967|5331|Test the aftertreatment lambda (O2) sensor heater, signal and CAN sub-network circuits|2|Fleet technician|5.0|80.0|1.2|1. Back-probe the heater supply, signal and network pins at the connector • 2. Check for battery voltage at the heater pin, correct signal reference and continuity/termination on the sensor's local CAN sub-network • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
20968|5331|Replace the aftertreatment lambda (O2) sensor|3|Dealer / specialist|300.0|700.0|1.2|1. Confirm the fault follows the aftertreatment lambda (O2) sensor and not the harness with a swap or resistance check • 2. Remove and replace the sensor at its mounting boss (exhaust pipe for NOx/O2/NH3 sensors, DEF tank for a quality sensor), torquing/sealing per spec - these are heated, CAN-networked smart sensors; aftermarket HD units commonly run $300-700 • 3. Clear codes, allow the sensor to complete its power-up self-test, and verify normal operation through a duty cycle
20969|5331|Check aftertreatment lambda (O2) sensor calibration/learned values with a service tool|4|Fleet technician|0.0|0.0|0.6|1. Connect a service tool and compare the sensor's live reading against a known reference (refractometer for DEF quality, a second sensor, or a bench check) • 2. Run the OEM's sensor learn/reset procedure if the reading is offset but the circuit tests good • 3. Clear codes and confirm the reading holds through a duty cycle
21224|5396|Verify the underlying system condition the sensor is reporting|1|Fleet technician|0.0|400.0|1.0|1. Confirm whether the out-of-range reading reflects a real system fault or a bad sensor • 2. Inspect the related system for the root physical cause • 3. Repair as needed, then clear codes and re-verify
21225|5396|Replace the bank fuel-trim monitor|2|Fleet technician|25.0|150.0|0.7|1. Confirm the sensor's live reading against a known-good reference (scan tool or hand-held meter) • 2. Remove and replace the sensor, torque per OEM spec • 3. Clear codes and verify the new reading tracks correctly
21226|5396|Inspect and clean the bank fuel-trim monitor connector|3|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, bent terminals or moisture intrusion • 3. Apply dielectric grease, reseat the connector, clear codes and recheck live data
